0,AIOneName,AIOneDiff,AITwoName,AITwoDiff,WhoWentFirst,WinnerName,WinnerDiff,WinnerSymbol
248,AI_1,1,AI_2,1,0,TIE,N/A,N/A
249,AI_1,1,AI_2,0,0,AI_1,1,X
250,AI_1,2,AI_2,2,1,AI_2,2,O
251,AI_1,1,AI_2,1,1,TIE,N/A,N/A
252,AI_1,0,AI_2,0,1,AI_1,0,X
253,AI_1,0,AI_2,1,0,TIE,N/A,N/A
254,AI_1,1,AI_2,0,0,TIE,N/A,N/A
255,AI_1,2,AI_2,0,1,AI_1,2,X
256,AI_1,2,AI_2,2,1,AI_2,2,O
257,AI_1,2,AI_2,0,0,AI_1,2,X
258,AI_1,0,AI_2,0,1,AI_2,0,O
259,AI_1,2,AI_2,1,0,TIE,N/A,N/A
260,AI_1,1,AI_2,2,1,AI_2,2,O
261,AI_1,1,AI_2,0,1,AI_2,0,O
262,AI_1,2,AI_2,1,0,TIE,N/A,N/A
263,AI_1,0,AI_2,2,1,AI_2,2,O
264,AI_1,1,AI_2,2,0,TIE,N/A,N/A
265,AI_1,0,AI_2,1,1,AI_1,0,X
266,AI_1,1,AI_2,2,1,AI_2,2,O
267,AI_1,2,AI_2,2,1,AI_2,2,O
268,AI_1,2,AI_2,2,0,TIE,N/A,N/A
269,AI_1,0,AI_2,1,0,TIE,N/A,N/A
270,AI_1,1,AI_2,0,0,AI_1,1,X
271,AI_1,1,AI_2,2,1,AI_2,2,O
272,AI_1,2,AI_2,0,0,AI_2,0,O
273,AI_1,1,AI_2,2,1,AI_2,2,O
274,AI_1,0,AI_2,0,1,AI_1,0,X
275,AI_1,2,AI_2,2,0,TIE,N/A,N/A
276,AI_1,1,AI_2,1,1,TIE,N/A,N/A
277,AI_1,2,AI_2,2,1,AI_2,2,O
278,AI_1,1,AI_2,1,0,TIE,N/A,N/A
279,AI_1,1,AI_2,1,0,TIE,N/A,N/A
280,AI_1,1,AI_2,2,0,TIE,N/A,N/A
281,AI_1,1,AI_2,0,1,AI_1,1,X
282,AI_1,0,AI_2,2,0,TIE,N/A,N/A
283,AI_1,2,AI_2,2,1,AI_2,2,O
284,AI_1,1,AI_2,0,1,AI_2,0,O
285,AI_1,0,AI_2,2,0,TIE,N/A,N/A
286,AI_1,0,AI_2,0,1,AI_2,0,O
287,AI_1,0,AI_2,1,0,TIE,N/A,N/A
288,AI_1,1,AI_2,2,0,TIE,N/A,N/A
289,AI_1,1,AI_2,2,1,AI_2,2,O
290,AI_1,1,AI_2,2,0,TIE,N/A,N/A
291,AI_1,2,AI_2,0,0,AI_1,2,X
292,AI_1,2,AI_2,0,0,AI_1,2,X
293,AI_1,1,AI_2,1,0,TIE,N/A,N/A
294,AI_1,1,AI_2,0,0,TIE,N/A,N/A
295,AI_1,2,AI_2,2,0,TIE,N/A,N/A
296,AI_1,1,AI_2,2,0,TIE,N/A,N/A
297,AI_1,2,AI_2,2,0,TIE,N/A,N/A
298,AI_1,1,AI_2,1,1,TIE,N/A,N/A
299,AI_1,1,AI_2,1,1,TIE,N/A,N/A
300,AI_1,1,AI_2,2,0,TIE,N/A,N/A
301,AI_1,2,AI_2,0,0,TIE,N/A,N/A
302,AI_1,1,AI_2,2,0,TIE,N/A,N/A
303,AI_1,0,AI_2,0,0,AI_2,0,O
304,AI_1,1,AI_2,2,1,AI_2,2,O
305,AI_1,0,AI_2,1,0,TIE,N/A,N/A
306,AI_1,0,AI_2,2,0,TIE,N/A,N/A
307,AI_1,1,AI_2,1,1,TIE,N/A,N/A
308,AI_1,2,AI_2,2,1,AI_2,2,O
309,AI_1,0,AI_2,0,1,AI_2,0,O
310,AI_1,1,AI_2,2,1,AI_2,2,O
311,AI_1,0,AI_2,0,0,AI_2,0,O
312,AI_1,0,AI_2,2,1,AI_2,2,O
313,AI_1,2,AI_2,2,0,TIE,N/A,N/A
314,AI_1,0,AI_2,2,0,TIE,N/A,N/A
315,AI_1,2,AI_2,2,1,AI_2,2,O
316,AI_1,1,AI_2,0,1,AI_1,1,X
317,AI_1,1,AI_2,1,0,TIE,N/A,N/A
318,AI_1,1,AI_2,0,0,TIE,N/A,N/A
319,AI_1,0,AI_2,1,1,TIE,N/A,N/A
320,AI_1,1,AI_2,2,0,TIE,N/A,N/A
321,AI_1,1,AI_2,2,0,TIE,N/A,N/A
322,AI_1,2,AI_2,2,1,AI_2,2,O
323,AI_1,1,AI_2,1,0,TIE,N/A,N/A
324,AI_1,0,AI_2,0,1,AI_1,0,X
325,AI_1,2,AI_2,2,1,AI_2,2,O
326,AI_1,2,AI_2,2,1,AI_2,2,O
327,AI_1,1,AI_2,2,0,TIE,N/A,N/A
328,AI_1,2,AI_2,2,0,TIE,N/A,N/A
329,AI_1,0,AI_2,2,0,TIE,N/A,N/A
330,AI_1,0,AI_2,0,0,AI_2,0,O
331,AI_1,2,AI_2,1,1,TIE,N/A,N/A
332,AI_1,1,AI_2,0,1,AI_2,0,O
333,AI_1,2,AI_2,2,1,AI_2,2,O
334,AI_1,2,AI_2,0,0,AI_1,2,X
335,AI_1,2,AI_2,2,1,AI_2,2,O
336,AI_1,1,AI_2,2,1,AI_2,2,O
337,AI_1,1,AI_2,1,0,TIE,N/A,N/A
338,AI_1,0,AI_2,2,1,AI_2,2,O
339,AI_1,0,AI_2,0,0,AI_1,0,X
340,AI_1,2,AI_2,0,1,AI_1,2,X
341,AI_1,2,AI_2,0,0,TIE,N/A,N/A
342,AI_1,0,AI_2,0,1,AI_2,0,O
343,AI_1,0,AI_2,2,0,TIE,N/A,N/A
344,AI_1,2,AI_2,2,1,AI_2,2,O
345,AI_1,2,AI_2,1,1,AI_1,2,X
346,AI_1,1,AI_2,2,1,AI_2,2,O
347,AI_1,0,AI_2,0,0,AI_2,0,O
348,AI_1,2,AI_2,2,0,TIE,N/A,N/A
349,AI_1,2,AI_2,1,0,TIE,N/A,N/A
350,AI_1,0,AI_2,1,0,TIE,N/A,N/A
351,AI_1,2,AI_2,0,0,AI_2,0,O
352,AI_1,0,AI_2,0,1,AI_2,0,O
353,AI_1,1,AI_2,2,1,AI_2,2,O
354,AI_1,0,AI_2,2,1,AI_2,2,O
355,AI_1,0,AI_2,0,0,AI_1,0,X
356,AI_1,0,AI_2,2,0,TIE,N/A,N/A
357,AI_1,1,AI_2,1,0,TIE,N/A,N/A
358,AI_1,0,AI_2,2,0,TIE,N/A,N/A
359,AI_1,1,AI_2,0,1,AI_1,1,X
360,AI_1,2,AI_2,1,0,TIE,N/A,N/A
361,AI_1,0,AI_2,1,0,TIE,N/A,N/A
362,AI_1,0,AI_2,2,1,AI_2,2,O
363,AI_1,1,AI_2,2,0,TIE,N/A,N/A
364,AI_1,0,AI_2,0,0,AI_1,0,X
365,AI_1,1,AI_2,1,1,TIE,N/A,N/A
366,AI_1,2,AI_2,2,1,AI_2,2,O
367,AI_1,2,AI_2,1,1,TIE,N/A,N/A
368,AI_1,2,AI_2,0,0,AI_1,2,X
369,AI_1,0,AI_2,1,1,TIE,N/A,N/A
370,AI_1,1,AI_2,2,1,AI_2,2,O
371,AI_1,1,AI_2,0,1,AI_2,0,O
372,AI_1,0,AI_2,1,0,TIE,N/A,N/A
373,AI_1,1,AI_2,2,0,TIE,N/A,N/A
374,AI_1,2,AI_2,0,0,TIE,N/A,N/A
375,AI_1,1,AI_2,2,1,AI_2,2,O
376,AI_1,2,AI_2,1,0,TIE,N/A,N/A
377,AI_1,0,AI_2,2,1,AI_2,2,O
378,AI_1,0,AI_2,2,1,AI_2,2,O
379,AI_1,0,AI_2,0,1,AI_2,0,O
380,AI_1,2,AI_2,2,1,AI_2,2,O
381,AI_1,0,AI_2,2,0,TIE,N/A,N/A
382,AI_1,2,AI_2,2,1,AI_2,2,O
383,AI_1,0,AI_2,0,1,AI_2,0,O
384,AI_1,0,AI_2,2,0,TIE,N/A,N/A
385,AI_1,0,AI_2,1,1,TIE,N/A,N/A
386,AI_1,1,AI_2,2,1,AI_2,2,O
387,AI_1,1,AI_2,0,1,AI_1,1,X
388,AI_1,0,AI_2,2,1,AI_2,2,O
389,AI_1,0,AI_2,0,1,AI_1,0,X
390,AI_1,1,AI_2,2,1,AI_2,2,O
391,AI_1,1,AI_2,1,0,TIE,N/A,N/A
392,AI_1,2,AI_2,1,1,AI_1,2,X
393,AI_1,0,AI_2,2,0,TIE,N/A,N/A
394,AI_1,1,AI_2,2,1,AI_2,2,O
395,AI_1,2,AI_2,0,1,TIE,N/A,N/A
396,AI_1,0,AI_2,0,1,AI_1,0,X
397,AI_1,1,AI_2,0,1,AI_2,0,O
398,AI_1,1,AI_2,1,0,TIE,N/A,N/A
399,AI_1,2,AI_2,0,0,TIE,N/A,N/A
400,AI_1,2,AI_2,1,1,TIE,N/A,N/A
401,AI_1,1,AI_2,1,0,TIE,N/A,N/A
402,AI_1,1,AI_2,0,0,AI_2,0,O
403,AI_1,2,AI_2,1,0,TIE,N/A,N/A
404,AI_1,0,AI_2,0,1,AI_2,0,O
405,AI_1,1,AI_2,0,0,AI_1,1,X
406,AI_1,2,AI_2,1,1,TIE,N/A,N/A
407,AI_1,0,AI_2,0,1,AI_2,0,O
408,AI_1,1,AI_2,0,1,AI_2,0,O
409,AI_1,2,AI_2,0,0,AI_1,2,X
410,AI_1,2,AI_2,0,1,TIE,N/A,N/A
411,AI_1,1,AI_2,0,1,AI_2,0,O
412,AI_1,1,AI_2,1,0,TIE,N/A,N/A
413,AI_1,1,AI_2,2,0,TIE,N/A,N/A
414,AI_1,0,AI_2,0,1,AI_2,0,O
415,AI_1,0,AI_2,0,1,AI_2,0,O
416,AI_1,0,AI_2,1,0,TIE,N/A,N/A
417,AI_1,2,AI_2,0,1,TIE,N/A,N/A
418,AI_1,2,AI_2,2,1,AI_2,2,O
419,AI_1,0,AI_2,0,1,AI_1,0,X
420,AI_1,0,AI_2,2,1,AI_2,2,O
421,AI_1,1,AI_2,0,0,AI_1,1,X
422,AI_1,1,AI_2,2,1,AI_2,2,O
423,AI_1,1,AI_2,1,1,AI_1,1,X
424,AI_1,1,AI_2,0,1,AI_2,0,O
425,AI_1,1,AI_2,1,0,TIE,N/A,N/A
426,AI_1,2,AI_2,0,0,AI_2,0,O
427,AI_1,2,AI_2,1,0,TIE,N/A,N/A
428,AI_1,1,AI_2,1,1,AI_1,1,X
429,AI_1,2,AI_2,1,1,TIE,N/A,N/A
430,AI_1,0,AI_2,2,0,TIE,N/A,N/A
431,AI_1,0,AI_2,2,0,TIE,N/A,N/A
432,AI_1,0,AI_2,2,0,TIE,N/A,N/A
433,AI_1,1,AI_2,0,0,AI_2,0,O
434,AI_1,2,AI_2,2,1,AI_2,2,O
435,AI_1,2,AI_2,2,1,AI_2,2,O
436,AI_1,2,AI_2,0,1,AI_2,0,O
437,AI_1,0,AI_2,0,0,TIE,N/A,N/A
438,AI_1,2,AI_2,0,0,AI_2,0,O
439,AI_1,1,AI_2,2,1,AI_2,2,O
440,AI_1,0,AI_2,1,1,TIE,N/A,N/A
441,AI_1,0,AI_2,0,1,AI_2,0,O
442,AI_1,0,AI_2,1,1,AI_1,0,X
443,AI_1,0,AI_2,1,1,AI_1,0,X
444,AI_1,2,AI_2,2,1,AI_2,2,O
445,AI_1,0,AI_2,1,0,TIE,N/A,N/A
446,AI_1,1,AI_2,0,0,TIE,N/A,N/A
447,AI_1,1,AI_2,1,1,TIE,N/A,N/A
448,AI_1,0,AI_2,2,0,TIE,N/A,N/A
449,AI_1,0,AI_2,2,1,AI_2,2,O
450,AI_1,0,AI_2,2,0,TIE,N/A,N/A
451,AI_1,0,AI_2,0,1,TIE,N/A,N/A
452,AI_1,2,AI_2,2,0,TIE,N/A,N/A
453,AI_1,0,AI_2,1,1,TIE,N/A,N/A
454,AI_1,0,AI_2,0,1,AI_2,0,O
455,AI_1,2,AI_2,2,1,AI_2,2,O
456,AI_1,2,AI_2,2,1,AI_2,2,O
457,AI_1,1,AI_2,2,0,TIE,N/A,N/A
458,AI_1,2,AI_2,0,1,AI_1,2,X
459,AI_1,0,AI_2,1,0,TIE,N/A,N/A
460,AI_1,2,AI_2,0,1,AI_2,0,O
461,AI_1,0,AI_2,1,0,TIE,N/A,N/A
462,AI_1,0,AI_2,0,0,AI_2,0,O
463,AI_1,1,AI_2,2,1,AI_2,2,O
464,AI_1,1,AI_2,0,1,AI_2,0,O
465,AI_1,2,AI_2,2,0,TIE,N/A,N/A
466,AI_1,2,AI_2,2,0,TIE,N/A,N/A
467,AI_1,2,AI_2,1,0,TIE,N/A,N/A
468,AI_1,2,AI_2,0,0,AI_1,2,X
469,AI_1,1,AI_2,0,0,AI_1,1,X
470,AI_1,2,AI_2,0,1,TIE,N/A,N/A
471,AI_1,1,AI_2,2,0,TIE,N/A,N/A
472,AI_1,2,AI_2,0,1,AI_2,0,O
473,AI_1,0,AI_2,2,1,AI_2,2,O
474,AI_1,1,AI_2,2,0,TIE,N/A,N/A
475,AI_1,0,AI_2,0,1,AI_2,0,O
476,AI_1,1,AI_2,2,1,AI_2,2,O
477,AI_1,2,AI_2,1,0,TIE,N/A,N/A
478,AI_1,0,AI_2,1,0,TIE,N/A,N/A
479,AI_1,2,AI_2,1,1,AI_1,2,X
480,AI_1,1,AI_2,2,1,AI_2,2,O
481,AI_1,1,AI_2,1,1,TIE,N/A,N/A
482,AI_1,1,AI_2,2,1,AI_2,2,O
483,AI_1,1,AI_2,1,0,TIE,N/A,N/A
484,AI_1,0,AI_2,2,1,AI_2,2,O
485,AI_1,0,AI_2,1,0,TIE,N/A,N/A
486,AI_1,2,AI_2,2,1,AI_2,2,O
487,AI_1,0,AI_2,2,0,TIE,N/A,N/A
488,AI_1,0,AI_2,1,0,TIE,N/A,N/A
489,AI_1,1,AI_2,0,1,AI_2,0,O
490,AI_1,1,AI_2,0,0,AI_1,1,X
491,AI_1,2,AI_2,2,1,AI_2,2,O
492,AI_1,2,AI_2,1,1,AI_1,2,X
493,AI_1,2,AI_2,0,0,AI_1,2,X
494,AI_1,2,AI_2,2,1,AI_2,2,O
495,AI_1,0,AI_2,1,1,TIE,N/A,N/A
496,AI_1,0,AI_2,1,1,TIE,N/A,N/A
497,AI_1,2,AI_2,1,0,TIE,N/A,N/A
498,AI_1,1,AI_2,1,0,TIE,N/A,N/A
499,AI_1,0,AI_2,0,0,TIE,N/A,N/A
500,AI_1,1,AI_2,1,0,TIE,N/A,N/A
501,AI_1,0,AI_2,2,1,AI_2,2,O
502,AI_1,0,AI_2,1,0,TIE,N/A,N/A
503,AI_1,2,AI_2,0,0,AI_2,0,O
504,AI_1,2,AI_2,2,0,TIE,N/A,N/A
505,AI_1,1,AI_2,1,0,TIE,N/A,N/A
506,AI_1,0,AI_2,2,1,AI_2,2,O
507,AI_1,1,AI_2,1,0,TIE,N/A,N/A
508,AI_1,2,AI_2,2,1,AI_2,2,O
509,AI_1,2,AI_2,1,0,TIE,N/A,N/A
510,AI_1,0,AI_2,0,1,AI_1,0,X
511,AI_1,2,AI_2,1,0,TIE,N/A,N/A
512,AI_1,1,AI_2,0,1,AI_2,0,O
513,AI_1,1,AI_2,1,1,TIE,N/A,N/A
514,AI_1,1,AI_2,0,1,AI_2,0,O
515,AI_1,0,AI_2,1,0,TIE,N/A,N/A
516,AI_1,2,AI_2,2,0,TIE,N/A,N/A
517,AI_1,0,AI_2,2,1,AI_2,2,O
518,AI_1,2,AI_2,1,1,TIE,N/A,N/A
519,AI_1,2,AI_2,1,0,TIE,N/A,N/A
520,AI_1,2,AI_2,1,0,TIE,N/A,N/A
521,AI_1,1,AI_2,1,1,TIE,N/A,N/A
522,AI_1,0,AI_2,1,0,TIE,N/A,N/A
523,AI_1,0,AI_2,0,0,TIE,N/A,N/A
524,AI_1,0,AI_2,1,1,TIE,N/A,N/A
525,AI_1,1,AI_2,1,1,TIE,N/A,N/A
526,AI_1,0,AI_2,2,0,TIE,N/A,N/A
527,AI_1,1,AI_2,0,0,AI_1,1,X
528,AI_1,1,AI_2,0,0,AI_1,1,X
529,AI_1,2,AI_2,2,0,TIE,N/A,N/A
530,AI_1,0,AI_2,0,1,AI_1,0,X
531,AI_1,0,AI_2,0,1,AI_1,0,X
532,AI_1,2,AI_2,0,1,AI_2,0,O
533,AI_1,1,AI_2,1,1,AI_1,1,X
534,AI_1,1,AI_2,0,0,AI_2,0,O
535,AI_1,2,AI_2,2,0,TIE,N/A,N/A
536,AI_1,0,AI_2,2,1,AI_2,2,O
537,AI_1,2,AI_2,0,1,AI_1,2,X
538,AI_1,2,AI_2,1,0,TIE,N/A,N/A
539,AI_1,0,AI_2,0,0,AI_1,0,X
540,AI_1,2,AI_2,0,1,AI_2,0,O
541,AI_1,1,AI_2,2,0,TIE,N/A,N/A
542,AI_1,2,AI_2,1,1,AI_1,2,X
543,AI_1,0,AI_2,0,1,AI_2,0,O
544,AI_1,1,AI_2,1,1,AI_1,1,X
545,AI_1,0,AI_2,1,0,TIE,N/A,N/A
546,AI_1,2,AI_2,0,0,TIE,N/A,N/A
547,AI_1,2,AI_2,2,0,TIE,N/A,N/A
548,AI_1,1,AI_2,2,1,AI_2,2,O
549,AI_1,0,AI_2,1,0,TIE,N/A,N/A
550,AI_1,1,AI_2,0,0,AI_1,1,X
551,AI_1,0,AI_2,1,0,TIE,N/A,N/A
552,AI_1,2,AI_2,2,1,AI_2,2,O
553,AI_1,0,AI_2,0,1,AI_2,0,O
554,AI_1,1,AI_2,2,1,AI_2,2,O
555,AI_1,1,AI_2,0,1,AI_1,1,X
556,AI_1,0,AI_2,1,0,TIE,N/A,N/A
557,AI_1,1,AI_2,1,0,TIE,N/A,N/A
558,AI_1,1,AI_2,2,0,TIE,N/A,N/A
559,AI_1,1,AI_2,1,1,AI_1,1,X
560,AI_1,1,AI_2,2,0,TIE,N/A,N/A
561,AI_1,2,AI_2,0,0,AI_1,2,X
562,AI_1,2,AI_2,1,0,TIE,N/A,N/A
563,AI_1,1,AI_2,0,1,AI_1,1,X
564,AI_1,0,AI_2,0,0,AI_1,0,X
565,AI_1,2,AI_2,1,0,TIE,N/A,N/A
566,AI_1,2,AI_2,1,0,TIE,N/A,N/A
567,AI_1,2,AI_2,0,1,TIE,N/A,N/A
568,AI_1,1,AI_2,0,0,AI_1,1,X
569,AI_1,2,AI_2,0,0,TIE,N/A,N/A
570,AI_1,1,AI_2,0,1,AI_2,0,O
571,AI_1,2,AI_2,1,0,TIE,N/A,N/A
572,AI_1,0,AI_2,0,0,AI_2,0,O
573,AI_1,0,AI_2,1,1,AI_1,0,X
574,AI_1,2,AI_2,2,0,TIE,N/A,N/A
575,AI_1,0,AI_2,1,1,TIE,N/A,N/A
576,AI_1,0,AI_2,0,0,AI_1,0,X
577,AI_1,2,AI_2,2,0,TIE,N/A,N/A
578,AI_1,0,AI_2,0,1,AI_2,0,O
579,AI_1,1,AI_2,0,0,AI_1,1,X
580,AI_1,0,AI_2,2,0,TIE,N/A,N/A
581,AI_1,2,AI_2,1,0,TIE,N/A,N/A
582,AI_1,1,AI_2,0,0,AI_1,1,X
583,AI_1,2,AI_2,1,0,TIE,N/A,N/A
584,AI_1,1,AI_2,0,1,AI_1,1,X
585,AI_1,2,AI_2,2,0,TIE,N/A,N/A
586,AI_1,1,AI_2,0,1,AI_2,0,O
587,AI_1,1,AI_2,2,1,AI_2,2,O
588,AI_1,1,AI_2,1,0,TIE,N/A,N/A
589,AI_1,1,AI_2,0,0,AI_1,1,X
590,AI_1,0,AI_2,0,0,AI_1,0,X
591,AI_1,2,AI_2,1,1,TIE,N/A,N/A
592,AI_1,2,AI_2,0,0,AI_1,2,X
593,AI_1,0,AI_2,0,0,AI_2,0,O
594,AI_1,0,AI_2,0,0,AI_1,0,X
595,AI_1,0,AI_2,1,0,TIE,N/A,N/A
596,AI_1,2,AI_2,0,0,AI_1,2,X
597,AI_1,1,AI_2,0,0,AI_1,1,X
598,AI_1,0,AI_2,0,0,AI_1,0,X
599,AI_1,0,AI_2,2,0,TIE,N/A,N/A
600,AI_1,0,AI_2,1,0,TIE,N/A,N/A
601,AI_1,2,AI_2,1,1,TIE,N/A,N/A
602,AI_1,2,AI_2,1,1,TIE,N/A,N/A
603,AI_1,2,AI_2,1,1,TIE,N/A,N/A
604,AI_1,1,AI_2,2,0,TIE,N/A,N/A
605,AI_1,2,AI_2,1,0,TIE,N/A,N/A
606,AI_1,1,AI_2,0,0,AI_1,1,X
607,AI_1,2,AI_2,2,1,AI_2,2,O
608,AI_1,0,AI_2,0,1,AI_2,0,O
609,AI_1,1,AI_2,1,1,TIE,N/A,N/A
610,AI_1,1,AI_2,2,0,TIE,N/A,N/A
611,AI_1,2,AI_2,1,1,AI_1,2,X
612,AI_1,2,AI_2,2,0,TIE,N/A,N/A
613,AI_1,1,AI_2,0,0,AI_1,1,X
614,AI_1,1,AI_2,0,1,AI_2,0,O
615,AI_1,0,AI_2,1,1,TIE,N/A,N/A
616,AI_1,1,AI_2,0,1,TIE,N/A,N/A
617,AI_1,1,AI_2,1,0,TIE,N/A,N/A
618,AI_1,1,AI_2,2,0,TIE,N/A,N/A
619,AI_1,2,AI_2,1,1,TIE,N/A,N/A
620,AI_1,2,AI_2,0,1,AI_1,2,X
621,AI_1,0,AI_2,1,1,TIE,N/A,N/A
622,AI_1,2,AI_2,0,1,AI_2,0,O
623,AI_1,1,AI_2,0,0,AI_1,1,X
624,AI_1,2,AI_2,0,1,AI_2,0,O
625,AI_1,2,AI_2,0,0,AI_1,2,X
626,AI_1,0,AI_2,0,1,AI_2,0,O
627,AI_1,1,AI_2,0,1,AI_2,0,O
628,AI_1,1,AI_2,0,1,TIE,N/A,N/A
629,AI_1,0,AI_2,0,1,AI_2,0,O
630,AI_1,1,AI_2,2,0,TIE,N/A,N/A
631,AI_1,0,AI_2,1,0,TIE,N/A,N/A
632,AI_1,0,AI_2,0,1,AI_1,0,X
633,AI_1,1,AI_2,0,1,AI_1,1,X
634,AI_1,2,AI_2,1,0,TIE,N/A,N/A
635,AI_1,2,AI_2,2,0,TIE,N/A,N/A
636,AI_1,1,AI_2,2,0,TIE,N/A,N/A
637,AI_1,0,AI_2,0,1,TIE,N/A,N/A
638,AI_1,2,AI_2,1,0,TIE,N/A,N/A
639,AI_1,2,AI_2,1,1,TIE,N/A,N/A
640,AI_1,2,AI_2,1,0,TIE,N/A,N/A
641,AI_1,2,AI_2,2,0,TIE,N/A,N/A
642,AI_1,1,AI_2,2,1,AI_2,2,O
643,AI_1,1,AI_2,1,0,TIE,N/A,N/A
644,AI_1,1,AI_2,2,1,AI_2,2,O
645,AI_1,2,AI_2,1,1,AI_1,2,X
646,AI_1,0,AI_2,1,0,TIE,N/A,N/A
647,AI_1,1,AI_2,2,1,AI_2,2,O
648,AI_1,0,AI_2,0,1,AI_1,0,X
649,AI_1,2,AI_2,1,0,TIE,N/A,N/A
650,AI_1,1,AI_2,0,0,AI_1,1,X
651,AI_1,1,AI_2,0,1,AI_2,0,O
652,AI_1,2,AI_2,2,0,TIE,N/A,N/A
653,AI_1,1,AI_2,0,1,AI_2,0,O
654,AI_1,2,AI_2,1,0,TIE,N/A,N/A
655,AI_1,2,AI_2,0,0,AI_1,2,X
656,AI_1,1,AI_2,1,0,TIE,N/A,N/A
657,AI_1,1,AI_2,0,1,AI_2,0,O
658,AI_1,0,AI_2,2,0,TIE,N/A,N/A
659,AI_1,2,AI_2,1,1,AI_1,2,X
660,AI_1,2,AI_2,1,0,TIE,N/A,N/A
661,AI_1,0,AI_2,1,0,TIE,N/A,N/A
662,AI_1,0,AI_2,2,1,AI_2,2,O
663,AI_1,1,AI_2,1,1,TIE,N/A,N/A
664,AI_1,0,AI_2,2,1,AI_2,2,O
665,AI_1,2,AI_2,1,0,TIE,N/A,N/A
666,AI_1,1,AI_2,0,0,AI_1,1,X
667,AI_1,0,AI_2,1,0,TIE,N/A,N/A
668,AI_1,0,AI_2,2,1,AI_2,2,O
669,AI_1,1,AI_2,0,1,AI_2,0,O
670,AI_1,1,AI_2,0,0,AI_1,1,X
671,AI_1,1,AI_2,2,0,TIE,N/A,N/A
672,AI_1,1,AI_2,0,1,AI_2,0,O
673,AI_1,0,AI_2,0,1,AI_1,0,X
674,AI_1,1,AI_2,2,1,AI_2,2,O
675,AI_1,0,AI_2,2,1,AI_2,2,O
676,AI_1,2,AI_2,1,0,TIE,N/A,N/A
677,AI_1,2,AI_2,2,0,TIE,N/A,N/A
678,AI_1,2,AI_2,1,0,TIE,N/A,N/A
679,AI_1,0,AI_2,0,0,AI_2,0,O
680,AI_1,1,AI_2,2,0,TIE,N/A,N/A
681,AI_1,1,AI_2,0,1,TIE,N/A,N/A
682,AI_1,2,AI_2,0,0,AI_1,2,X
683,AI_1,2,AI_2,1,1,TIE,N/A,N/A
684,AI_1,1,AI_2,1,1,TIE,N/A,N/A
685,AI_1,2,AI_2,0,0,TIE,N/A,N/A
686,AI_1,0,AI_2,0,1,TIE,N/A,N/A
687,AI_1,1,AI_2,0,0,TIE,N/A,N/A
688,AI_1,0,AI_2,2,0,TIE,N/A,N/A
689,AI_1,2,AI_2,1,0,TIE,N/A,N/A
690,AI_1,2,AI_2,1,1,AI_1,2,X
691,AI_1,0,AI_2,0,1,AI_1,0,X
692,AI_1,0,AI_2,1,0,TIE,N/A,N/A
693,AI_1,0,AI_2,0,1,AI_1,0,X
694,AI_1,2,AI_2,0,0,AI_1,2,X
695,AI_1,2,AI_2,0,1,AI_2,0,O
696,AI_1,0,AI_2,1,1,TIE,N/A,N/A
697,AI_1,0,AI_2,0,1,AI_1,0,X
698,AI_1,1,AI_2,2,0,TIE,N/A,N/A
699,AI_1,1,AI_2,1,0,TIE,N/A,N/A
700,AI_1,0,AI_2,0,0,AI_1,0,X
701,AI_1,0,AI_2,2,0,TIE,N/A,N/A
702,AI_1,2,AI_2,2,0,TIE,N/A,N/A
703,AI_1,1,AI_2,0,0,AI_1,1,X
704,AI_1,1,AI_2,2,0,TIE,N/A,N/A
705,AI_1,0,AI_2,1,1,TIE,N/A,N/A
706,AI_1,1,AI_2,2,1,AI_2,2,O
707,AI_1,1,AI_2,2,1,AI_2,2,O
708,AI_1,1,AI_2,0,1,TIE,N/A,N/A
709,AI_1,1,AI_2,1,1,TIE,N/A,N/A
710,AI_1,1,AI_2,0,0,AI_2,0,O
711,AI_1,0,AI_2,2,1,AI_2,2,O
712,AI_1,0,AI_2,0,0,AI_1,0,X
713,AI_1,1,AI_2,0,1,AI_1,1,X
714,AI_1,1,AI_2,2,1,AI_2,2,O
715,AI_1,0,AI_2,1,0,TIE,N/A,N/A
716,AI_1,1,AI_2,2,1,AI_2,2,O
717,AI_1,0,AI_2,1,0,TIE,N/A,N/A
718,AI_1,0,AI_2,2,0,TIE,N/A,N/A
719,AI_1,1,AI_2,1,0,TIE,N/A,N/A
720,AI_1,2,AI_2,0,0,TIE,N/A,N/A
721,AI_1,1,AI_2,0,1,AI_2,0,O
722,AI_1,1,AI_2,2,1,AI_2,2,O
723,AI_1,1,AI_2,0,1,AI_2,0,O
724,AI_1,0,AI_2,1,1,AI_1,0,X
725,AI_1,0,AI_2,2,1,AI_2,2,O
726,AI_1,0,AI_2,2,1,AI_2,2,O
727,AI_1,0,AI_2,2,1,AI_2,2,O
728,AI_1,1,AI_2,1,1,AI_1,1,X
729,AI_1,0,AI_2,0,0,AI_2,0,O
730,AI_1,0,AI_2,2,0,TIE,N/A,N/A
731,AI_1,1,AI_2,1,0,TIE,N/A,N/A
732,AI_1,0,AI_2,0,1,AI_2,0,O
733,AI_1,1,AI_2,2,0,TIE,N/A,N/A
734,AI_1,1,AI_2,2,0,TIE,N/A,N/A
735,AI_1,2,AI_2,1,0,TIE,N/A,N/A
736,AI_1,1,AI_2,1,0,TIE,N/A,N/A
